DOI,Year,Keywords,MeSH Terms,Major Topics,Subheadings,Journal Abbreviation,Affiliation,Country,Grants,Authors,Publisher
10.1101/gr.094508.109,2009,N/A,"Algorithms; Animals; Automobiles; Bacteria; Computational Biology; Dna; Dna, Bacterial; Databases, Nucleic Acid; Humans; Metagenomics; Phylogeny; Reproducibility Of Results; Sequence Analysis, Dna; Software",Algorithms,Classification; Genetics; Methods; Chemistry; Isolation & Purification; Chemistry; Isolation & Purification; Methods; Methods,Genome Res,N/A,United States,R01 HG004909; HG004909,Sergei Kosakovsky Pond; Samir Wadhawan; Francesca Chiaromonte; Guruprasad Ananda; Wen-Yu Chung; James Taylor; Anton Nekrutenko,N/A
10.1371/journal.pbio.0050077,2007,N/A,Computational Biology; Food Chain; Oceans And Seas; Plankton; Species Specificity; Water Microbiology,Water Microbiology,N/A,PLoS Biol,N/A,United States,N/A,Douglas B Rusch; Aaron L Halpern; Granger Sutton; Karla B Heidelberg; Shannon Williamson; Shibu Yooseph; Dongying Wu; Jonathan A Eisen; Jeff M Hoffman; Karin Remington; Karen Beeson; Bao Tran; Hamilton Smith; Holly Baden-Tillson; Clare Stewart; Joyce Thorpe; Jason Freeman; Cynthia Andrews-Pfannkoch; Joseph E Venter; Kelvin Li; Saul Kravitz; John F Heidelberg; Terry Utterback; Yu-Hui Rogers; Luisa I Falcón; Valeria Souza; Germán Bonilla-Rosso; Luis E Eguiarte; David M Karl; Shubha Sathyendranath; Trevor Platt; Eldredge Bermingham; Victor Gallardo; Giselle Tamayo-Castillo; Michael R Ferrari; Robert L Strausberg; Kenneth Nealson; Robert Friedman; Marvin Frazier; J Craig Venter,N/A
10.7717/peerj.17727,2024,Benthos; Environmental DNA; Seascape; Temporal change,Seasons; Biodiversity; Animals; Geologic Sediments; Atlantic Ocean; Aquatic Organisms; Bathing Beaches; Tropical Climate; Salinity; Sand,Seasons; Biodiversity; Geologic Sediments,Chemistry,PeerJ,N/A,United States,N/A,Gabriel C Coppo; Araiene P Pereira; Sergio A Netto; Angelo F Bernardino,N/A
10.7717/peerj.8289,2020,Climate change; Macroalgae; Marine biodiversity; Rugosity; Sea surface temperature; Spatiotemporal variations; Tropical reefs,N/A,N/A,N/A,PeerJ,N/A,United States,N/A,Ana Carolina de A Mazzuco; Patricia Sarcinelli Stelzer; Angelo F Bernardino,N/A
10.1371/journal.pone.0054159,2013,N/A,Biodiversity; Chile; Ecosystem; Environment; Environmental Monitoring; Oceans And Seas; Population Dynamics; Temperature,Biodiversity; Ecosystem; Environment; Environmental Monitoring,N/A,PLoS One,N/A,United States,N/A,Nelson Valdivia; Andrés E González; Tatiana Manzur; Bernardo R Broitman,N/A
10.1371/journal.pone.0036541,2012,N/A,"Analysis Of Variance; Atlantic Ocean; Biodiversity; Biomass; Carbon Dioxide; Mechanical Phenomena; Plants; Stress, Physiological; Tidal Waves; Time Factors","Biodiversity; Biomass; Stress, Physiological; Tidal Waves",Metabolism; Metabolism,PLoS One,N/A,United States,N/A,Nelson Valdivia; Claire Golléty; Aline Migné; Dominique Davoult; Markus Molis,N/A
10.1111/j.1461-0248.2009.01305.x,2009,N/A,"Biochemical Phenomena; Carbon Dioxide; Ecosystem; Energy Metabolism; Environmental Monitoring; Geography; Greenhouse Effect; Models, Biological; Nitrogen; Panama Canal Zone; Photosynthesis; Population Dynamics; Trees; Tropical Climate","Models, Biological",Metabolism; Metabolism; Growth & Development; Metabolism,Ecol Lett,N/A,England,P20 RR018754,S K Morgan Ernest; Ethan P White; James H Brown,N/A
10.1073/pnas.0133045100,2003,N/A,Carbon Dioxide; Climate; Light; Photosynthesis; Rain; Trees,Photosynthesis,Metabolism; Growth & Development; Metabolism,Proc Natl Acad Sci U S A,N/A,United States,N/A,Eric A Graham; Stephen S Mulkey; Kaoru Kitajima; Nathan G Phillips; S Joseph Wright,N/A
10.1186/s40793-024-00554-9,2024,Environmental DNA; Extreme events; Land–sea continuum; Microbial dynamics; New Caledonia; River runoff,N/A,N/A,N/A,Environ Microbiome,N/A,England,N/A,M Meyneng; H Lemonnier; R Le Gendre; G Plougoulen; F Antypas; D Ansquer; J Serghine; S Schmitt; R Siano,N/A
10.1073/pnas.1016308108,2011,N/A,"Ammonia; Bacteria; Betaproteobacteria; Biodiversity; Ecosystem; Genes, Bacterial; Molecular Sequence Data; Phylogeny; Rna, Bacterial; Rna, Ribosomal, 16S",Biodiversity,Metabolism; Classification; Genetics; Metabolism; Classification; Genetics; Metabolism; Genetics; Genetics,Proc Natl Acad Sci U S A,N/A,United States,N/A,Jennifer B H Martiny; Jonathan A Eisen; Kevin Penn; Steven D Allison; M Claire Horner-Devine,N/A
10.3390/biology12091272,2023,conservation biology; cumulative curves; diet determination; eDNA metabarcoding; frequency of occurrence; microscopy; taxonomic resolution; waterfowl,N/A,N/A,N/A,Biology (Basel),N/A,Switzerland,N/A,Anna-Sofie Lützhøft Svendsen; Louise Bach Nielsen; Jakob Braüner Schmidt; Dan Bruhn; Line Holm Andersen; Cino Pertoldi,N/A
10.1104/pp.15.00613,2015,N/A,"Acacia; Anisotropy; Arabidopsis; Cell Count; Image Processing, Computer-Assisted; Microscopy, Confocal; Optics And Photonics; Plant Cells; Plant Epidermis; Plant Leaves; Plant Stomata; Quercus; Waxes",Plant Epidermis,Cytology; Cytology; Methods; Methods; Methods; Cytology; Cytology; Cytology; Cytology; Analysis,Plant Physiol,N/A,United States,N/A,Miranda J Haus; Ryan D Kelsch; Thomas W Jacobs,N/A
10.1002/ece3.7979,2021,DNA barcode; bioindicators; cryptic species; environmental factors; species delimitation,N/A,N/A,N/A,Ecol Evol,N/A,England,N/A,Xiao-Long Lin; Kun Jiang; Wen-Bin Liu; Wei Liu; Wen-Jun Bu; Xin-Hua Wang; Lidong Mo,N/A
10.3390/ijerph191710945,2022,chironomid gut contents; eDNA metabarcoding; next-generation sequencing (NGS); river and weir habitats,Animals; Biodiversity; Chironomidae; Ecosystem; Larva; Phytoplankton; Rivers,Chironomidae,Genetics; Genetics; Genetics,Int J Environ Res Public Health,N/A,Switzerland,N/A,Boobal Rangaswamy; Chang Woo Ji; Won-Seok Kim; Jae-Won Park; Yong Jun Kim; Ihn-Sil Kwak,N/A
10.3389/fgene.2022.957251,2022,COI; aquaculture; biodiversity; eDNA; eukaryotic communities; metabarcoding; salmonid net pins; surface water,N/A,N/A,N/A,Front Genet,N/A,Switzerland,N/A,Marta Turon; Magnus Nygaard; Gledis Guri; Owen S Wangensteen; Kim Præbel,N/A
10.1073/pnas.1803573115,2018,ancient DNA; bulk bone metabarcoding; human impacts; paleoecology; subsistence practices,Animals; Biodiversity; Bone And Bones; Dna; Fossils; Gene Pool; New Zealand,Biodiversity; Bone And Bones; Fossils; Gene Pool,Chemistry; Genetics; Isolation & Purification,Proc Natl Acad Sci U S A,N/A,United States,N/A,Frederik V Seersholm; Theresa L Cole; Alicia Grealy; Nicolas J Rawlence; Karen Greig; Michael Knapp; Michael Stat; Anders J Hansen; Luke J Easton; Lara Shepherd; Alan J D Tennyson; R Paul Scofield; Richard Walter; Michael Bunce,N/A
10.1073/pnas.1314445110,2013,N/A,"Animals; Base Sequence; Caves; Dna; Genome, Mitochondrial; Molecular Sequence Data; Phylogeny; Time Factors; Ursidae",N/A,Genetics; Isolation & Purification; Genetics; Genetics,Proc Natl Acad Sci U S A,N/A,United States,N/A,Jesse Dabney; Michael Knapp; Isabelle Glocke; Marie-Theres Gansauge; Antje Weihmann; Birgit Nickel; Cristina Valdiosera; Nuria García; Svante Pääbo; Juan-Luis Arsuaga; Matthias Meyer,N/A
10.1098/rsos.221586,2024,a possible survey; coral-specific eDNA; genera-level detection; mesophotic scleractinian corals; underwater mini-ROVs,N/A,N/A,N/A,R Soc Open Sci,N/A,England,N/A,Koki Nishitsuji; Shinichiro Nagahama; Haruhi Narisoko; Kazuo Shimada; Nobuhiro Okada; Yuki Shimizu; Noriyuki Satoh,N/A
10.1038/s41598-021-89950-6,2021,N/A,"Animals; Arthropods; Dna Barcoding, Taxonomic; Ecosystem; Genetic Variation; Seasons; Soil","Dna Barcoding, Taxonomic; Ecosystem; Genetic Variation; Seasons; Soil",Classification; Genetics,Sci Rep,N/A,England,FKZ01LI1501; FKZ01LI1501,Ameli Kirse; Sarah J Bourlat; Kathrin Langen; Vera G Fonseca,N/A
10.3390/toxics11110903,2023,aquatic pollution; biodiversity; biomonitoring; eDNA analysis; ecotoxicology; pharmaceutical active chemicals,N/A,N/A,N/A,Toxics,N/A,Switzerland,Number: 82443,Charikleia Papaioannou; George Geladakis; Vasiliki Kommata; Costas Batargias; George Lagoumintzis,N/A
10.1098/rstb.2013.0569,2014,contaminants; ecotoxicology; environmental risk assessment; pharmaceuticals; population ecology; sewage,"Animals; Animals, Wild; Conservation Of Natural Resources; Ecosystem; Ecotoxicology; Environmental Exposure; Environmental Pollutants; Humans; Pharmaceutical Preparations; Vertebrates","Animals, Wild; Ecosystem",Chemistry; Toxicity; Chemistry; Metabolism; Metabolism,Philos Trans R Soc Lond B Biol Sci,N/A,England,N/A,Kathryn E Arnold; A Ross Brown; Gerald T Ankley; John P Sumpter,N/A
10.3897/mycokeys.106.117540,2024,Assessment; biodiversity; bioindicators; conservation; databases; floristic survey; identification; inventory; metabarcoding; monitoring,N/A,N/A,N/A,MycoKeys,N/A,Bulgaria,N/A,Lukas Dreyling; Steffen Boch; H Thorsten Lumbsch; Imke Schmitt,N/A
10.1002/ece3.7382,2021,ecological survey; environmental DNA; meta‐analysis; probability of detection; species detection; traditional methods,N/A,N/A,N/A,Ecol Evol,N/A,England,N/A,Julija Fediajevaite; Victoria Priestley; Richard Arnold; Vincent Savolainen,N/A
10.1002/ece3.9594,2022,cliff diversity; eDNA metabarcoding; extreme environments; fungal community composition; rock‐specialist plant species; spatial biodiversity variations,N/A,N/A,N/A,Ecol Evol,N/A,England,N/A,Franz-Sebastian Krah; Martí March-Salas,N/A
10.1002/aps3.1227,2019,collections data; diversity; fungi; macroecology; open‐source; phenology records,N/A,N/A,N/A,Appl Plant Sci,N/A,United States,N/A,Carrie Andrew; Ulf Büntgen; Simon Egli; Beatrice Senn-Irlet; John-Arvid Grytnes; Jacob Heilmann-Clausen; Lynne Boddy; Claus Bässler; Alan C Gange; Einar Heegaard; Klaus Høiland; Paul M Kirk; Irmgard Krisai-Greilhüber; Thomas W Kuyper; Håvard Kauserud,N/A
10.1038/nature10947,2012,N/A,"Animals; Communicable Diseases, Emerging; Ecosystem; Extinction, Biological; Food Supply; Fungi; Humans; Mycoses; Plants; Virulence",Ecosystem,Epidemiology; Microbiology; Veterinary; Classification; Genetics; Isolation & Purification; Pathogenicity; Epidemiology; Microbiology; Veterinary; Microbiology; Genetics,Nature,N/A,England,5R01LM010812-02; BB/E00282X/1; R01 LM010812; BB/G00207X/1,Matthew C Fisher; Daniel A Henk; Cheryl J Briggs; John S Brownstein; Lawrence C Madoff; Sarah L McCraw; Sarah J Gurr,N/A
10.1098/rsbl.2006.0494,2006,N/A,"Animals; Canada; Chytridiomycota; Dna Primers; Japan; Models, Biological; Mycoses; Polymerase Chain Reaction; Rana Catesbeiana",N/A,Metabolism; Chemistry; Microbiology; Pathology; Microbiology; Physiology,Biol Lett,N/A,England,N/A,Trenton W J Garner; Matthew W Perkins; Purnima Govindarajulu; Daniele Seglie; Susan Walker; Andrew A Cunningham; Matthew C Fisher,N/A
10.1111/j.0030-1299.2004.13093.x,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
10.1016/j.tree.2004.07.006,2004,N/A,N/A,N/A,N/A,Trends Ecol Evol,N/A,England,N/A,Catherine H Graham; Simon Ferrier; Falk Huettman; Craig Moritz; A Townsend Peterson,N/A
10.3390/insects13060534,2022,eDNA metabarcoding; host-plant usage; insect gut content; invasive species; spotted lanternfly; trophic interactions,N/A,N/A,N/A,Insects,N/A,Switzerland,MD-ENTM-201189; MD-ENTM-1802,Cameron McPherson; Alina Avanesyan; William O Lamp,N/A
10.1038/s41598-024-52543-0,2024,N/A,Animals; Humans; Fishes; Biomass; Fisheries; Seafood; Water,Fishes; Fisheries,Genetics,Sci Rep,N/A,England,33112-I-19,Paulina Urban; Magnus Wulff Jacobsen; Dorte Bekkevold; Anders Nielsen; Marie Storr-Paulsen; Reindert Nijland; Einar Eg Nielsen,N/A
10.1111/1462-2920.16153,2022,N/A,Ecosystem; Bays; Plankton; Archaea; Eukaryota,Ecosystem; Bays,Genetics; Genetics; Genetics,Environ Microbiol,N/A,England,N/A,Leire Garate; Laura Alonso-Sáez; Marta Revilla; Ramiro Logares; Anders Lanzén,N/A
10.3389/fmars.2021.709764,2021,Caribbean; ballast water; biofouling; stony coral tissue loss disease; vector of stony coral tissue loss disease; vessel discharge regulations,N/A,N/A,N/A,Front Mar Sci,N/A,Switzerland,EPA999999,Nicholas A Rosenau; Sarah Gignoux-Wolfsohn; Richard A Everett; A Whitman Miller; Mark S Minton; Gregory M Ruiz,N/A
10.1371/journal.pone.0172468,2017,N/A,Animals; Aquatic Organisms; Atlantic Ocean; Coal; Commerce; Introduced Species; Ships; United States; Water,Aquatic Organisms; Commerce; Introduced Species; Ships,Analysis,PLoS One,N/A,United States,N/A,Katharine J Carney; Mark S Minton; Kimberly K Holzer; A Whitman Miller; Linda D McCann; Gregory M Ruiz,N/A
10.1098/rspb.2005.3090,2005,N/A,"Animals; Conservation Of Natural Resources; Ecosystem; Geography; Models, Theoretical; Oceans And Seas; Population Dynamics; Seawater; Ships; Waste Disposal, Fluid; Zooplankton","Conservation Of Natural Resources; Ecosystem; Models, Theoretical; Ships",Microbiology; Physiology,Proc Biol Sci,N/A,England,N/A,Emma Verling; Gregory M Ruiz; L David Smith; Bella Galil; A Whitman Miller; Kathleen R Murphy,N/A
10.1371/journal.pone.0201741,2018,N/A,"Animals; Biodiversity; Computational Biology; Cost-Benefit Analysis; Dna Barcoding, Taxonomic; Fresh Water; High-Throughput Nucleotide Sequencing; In Vitro Techniques; Invertebrates; Rna, Ribosomal, 18S; Reproducibility Of Results; Spain",Fresh Water,Economics; Methods; Genetics,PLoS One,N/A,United States,N/A,Sara Fernández; Saúl Rodríguez; Jose L Martínez; Yaisel J Borrell; Alba Ardura; Eva García-Vázquez,N/A
10.1002/ece3.1155,2014,Arbuscular mycorrhizal fungi; Berger–Parker; Hill’s powers; Plantago lanceolata; Shannon index; Simpson’s index; arthropods; chemical diversity; molecular diversity; plant diversity,N/A,N/A,N/A,Ecol Evol,N/A,England,N/A,E Kathryn Morris; Tancredi Caruso; François Buscot; Markus Fischer; Christine Hancock; Tanja S Maier; Torsten Meiners; Caroline Müller; Elisabeth Obermaier; Daniel Prati; Stephanie A Socher; Ilja Sonnemann; Nicole Wäschke; Tesfaye Wubet; Susanne Wurst; Matthias C Rillig,N/A
10.1007/s10886-009-9654-0,2009,N/A,Acetates; Animals; Glucosides; Host-Parasite Interactions; Iridoid Glucosides; Iridoids; Mycorrhizae; Plantago; Sesquiterpenes; Spodoptera; Symbiosis; Volatile Organic Compounds,N/A,Analysis; Metabolism; Analysis; Metabolism; Analysis; Metabolism; Metabolism; Chemistry; Metabolism; Microbiology; Analysis; Metabolism; Drug Effects; Analysis; Metabolism,J Chem Ecol,N/A,United States,N/A,Anna Fontana; Michael Reichelt; Stefan Hempel; Jonathan Gershenzon; Sybille B Unsicker,N/A
10.1073/pnas.0607780103,2006,N/A,"Aldehyde-Lyases; Animals; Arabidopsis; Base Sequence; Botrytis; Butterflies; Capsicum; Cytochrome P-450 Enzyme Inhibitors; Cytochrome P-450 Enzyme System; Dna, Antisense; Dna, Plant; Gene Expression; Genes, Plant; Plant Diseases; Plant Leaves; Plants, Genetically Modified; Volatilization",N/A,Antagonists & Inhibitors; Genetics; Genetics; Metabolism; Microbiology; Parasitology; Pathogenicity; Pathogenicity; Enzymology; Genetics; Genetics; Genetics; Genetics; Microbiology; Parasitology; Metabolism; Microbiology; Parasitology,Proc Natl Acad Sci U S A,N/A,United States,N/A,Kaori Shiojiri; Kyutaro Kishimoto; Rika Ozawa; Soichi Kugimiya; Soichi Urashimo; Genichiro Arimura; Junichiro Horiuchi; Takaaki Nishioka; Kenji Matsui; Junji Takabayashi,N/A
10.7717/peerj.2807,2016,18S; Biomonitoring; Meiofauna; Sediments; Submarine canyons; eDNA; eRNA,N/A,N/A,N/A,PeerJ,N/A,United States,N/A,Magdalena Guardiola; Owen S Wangensteen; Pierre Taberlet; Eric Coissac; María Jesús Uriz; Xavier Turon,N/A
10.1371/journal.pone.0286620,2023,N/A,"Animals; Dna, Mitochondrial; Genome, Insect; Mitochondria; Insecta; Risk Assessment; Cell Nucleus; Phylogeny; Sequence Analysis, Dna","Dna, Mitochondrial; Genome, Insect",Genetics; Genetics; Genetics; Genetics,PLoS One,N/A,United States,N/A,Paul D N Hebert; Dan G Bock; Sean W J Prosser,N/A
10.1111/mec.15724,2021,Borneo; Haemadipsidae; biodiversity; invertebrate-derived DNA; land-use change; molecular biomonitoring,"Animals; Biodiversity; Borneo; Conservation Of Natural Resources; Dna; Ecosystem; Forests; Humans; Leeches; Malaysia; Mammals; Rna, Ribosomal, 16S",Ecosystem; Leeches,Genetics; Genetics,Mol Ecol,N/A,England,N/A,Rosie Drinkwater; Tommaso Jucker; Joshua H T Potter; Tom Swinfield; David A Coomes; Eleanor M Slade; M Thomas P Gilbert; Owen T Lewis; Henry Bernard; Matthew J Struebig; Elizabeth L Clare; Stephen J Rossiter,N/A
10.1016/j.agrformet.2014.11.010,2015,Disturbance; Land use change; Leaf area index; Microclimate; Oil palm; Tropical forest,N/A,N/A,N/A,Agric For Meteorol,N/A,Netherlands,N/A,Stephen R Hardwick; Ralf Toumi; Marion Pfeifer; Edgar C Turner; Reuben Nilus; Robert M Ewers,N/A
10.1111/ele.12129,2013,N/A,"Animals; Butterflies; Climate; Ecosystem; Models, Theoretical; Plants; Population Dynamics",Climate,Physiology,Ecol Lett,N/A,England,N/A,Jonathan Bennie; Jenny A Hodgson; Callum R Lawson; Crispin T R Holloway; David B Roy; Tom Brereton; Chris D Thomas; Robert J Wilson,N/A
10.1371/journal.pone.0011554,2010,N/A,Animals; Biodiversity; Climate Change; Geological Phenomena; Population Dynamics,Biodiversity; Climate Change; Geological Phenomena,N/A,PLoS One,N/A,United States,N/A,Mark G Anderson; Charles E Ferree,N/A
10.7717/peerj.16970,2024,Coral reef; Detritus; Porifera; Stable isotope analyses; Trophodynamics; eDNA,Animals; Ecosystem; Coral Reefs; Anthozoa; Caribbean Region; Isotopes,Ecosystem; Anthozoa,N/A,PeerJ,N/A,United States,N/A,Lauren K Olinger; Beverly McClenaghan; Mehrdad Hajibabaei; Nicole Fahner; Lesley Berghuis; Hoda Rajabi; Patrick Erwin; Chad S Lane; Joseph R Pawlik,N/A
10.1098/rspb.2013.1835,2014,fishing; herbivory; macroalgae and turf algae; phase shift; reef-fish; resilience,Animals; Biodiversity; Biomass; Conservation Of Natural Resources; Coral Reefs; Fisheries; Fishes; Geography; Herbivory; Population Density; Population Dynamics,Coral Reefs,Physiology,Proc Biol Sci,N/A,England,N/A,C B Edwards; A M Friedlander; A G Green; M J Hardt; E Sala; H P Sweatman; I D Williams; B Zgliczynski; S A Sandin; J E Smith,N/A
10.1038/s42003-021-02733-7,2021,N/A,Animal Distribution; Animals; Climate Change; Herbivory; Kelp; Oceans And Seas; Perciformes; Tropical Climate; Western Australia,Animal Distribution; Climate Change; Herbivory,Physiology,Commun Biol,N/A,England,N/A,Laura Gajdzik; Thomas M DeCarlo; Adam Koziol; Mahsa Mousavi-Derazmahalleh; Megan Coghlan; Matthew W Power; Michael Bunce; David V Fairclough; Michael J Travers; Glenn I Moore; Joseph D DiBattista,N/A
10.1038/s41598-022-19064-0,2022,N/A,Animals; Diatoms; Ecology; Ecosystem; Turtles,Diatoms; Turtles,Genetics; Genetics,Sci Rep,N/A,England,N/A,Matt P Ashworth; Roksana Majewska; Thomas A Frankovich; Michael Sullivan; Sunčica Bosak; Klara Filek; Bart Van de Vijver; Michael Arendt; Jeffrey Schwenter; Ronel Nel; Nathan J Robinson; Meagan P Gary; Edward C Theriot; Nicole I Stacy; Daryl W Lam; Justin R Perrault; Charles A Manire; Schonna R Manning,N/A
10.1371/journal.pone.0236513,2020,N/A,"Animals; Biodiversity; Cluster Analysis; Croatia; Diatoms; Ecosystem; Florida; Greece; Microscopy, Electron, Scanning; South Africa; Turtles",N/A,Growth & Development; Physiology,PLoS One,N/A,United States,N/A,Bart Van de Vijver; Käthe Robert; Roksana Majewska; Thomas A Frankovich; Aliki Panagopoulou; Sunčica Bosak,N/A
10.1371/journal.pone.0015465,2010,N/A,"Animals; Conservation Of Natural Resources; Ecology; Ecosystem; Genetics, Population; Geography; Human Activities; Humans; Marine Biology; Models, Genetic; Telemetry; Turtles",N/A,Methods; Genetics,PLoS One,N/A,United States,N/A,Bryan P Wallace; Andrew D DiMatteo; Brendan J Hurley; Elena M Finkbeiner; Alan B Bolten; Milani Y Chaloupka; Brian J Hutchinson; F Alberto Abreu-Grobois; Diego Amorocho; Karen A Bjorndal; Jerome Bourjea; Brian W Bowen; Raquel Briseño Dueñas; Paolo Casale; B C Choudhury; Alice Costa; Peter H Dutton; Alejandro Fallabrino; Alexandre Girard; Marc Girondot; Matthew H Godfrey; Mark Hamann; Milagros López-Mendilaharsu; Maria Angela Marcovaldi; Jeanne A Mortimer; John A Musick; Ronel Nel; Nicolas J Pilcher; Jeffrey A Seminoff; Sebastian Troëng; Blair Witherington; Roderic B Mast,N/A
