DOI,Year,Keywords,MeSH Terms,Major Topics,Subheadings
10.1186/1471-2105-9-386,2008,N/A,"Algorithms; Database Management Systems; Databases, Genetic; Information Storage And Retrieval; Internet; Phylogeny; Proteome; Software; User-Computer Interface","Database Management Systems; Databases, Genetic; Internet; Phylogeny; Software",Methods; Genetics
10.1093/nar/gkh084,2004,N/A,"Bacteriophages; Computational Biology; Databases, Nucleic Acid; Information Storage And Retrieval; Internet; Interspersed Repetitive Sequences; Prokaryotic Cells; Software; User-Computer Interface","Databases, Nucleic Acid; Interspersed Repetitive Sequences",Genetics
10.1371/journal.pone.0130324,2015,N/A,"Animals; Biodiversity; Biomass; Dna; Dna Barcoding, Taxonomic; Dna Primers; Diptera; Ecosystem; Electron Transport Complex Iv; Fresh Water; Haplotypes; High-Throughput Nucleotide Sequencing; Odonata; Polymerase Chain Reaction; Reproducibility Of Results; Species Specificity",Biodiversity; Biomass; Ecosystem,Analysis; Methods; Genetics; Classification; Genetics; Genetics; Classification; Genetics
10.1038/srep46393,2017,N/A,"Animals; Dna Barcoding, Taxonomic; Electron Transport Complex Iv; Fish Proteins; Fishes; High-Throughput Nucleotide Sequencing; Introduced Species; Limit Of Detection; Metagenomics; Sequence Analysis, Dna",N/A,Methods; Genetics; Genetics; Classification; Embryology; Genetics; Methods; Methods
10.1371/journal.pone.0017497,2011,N/A,Animals; Biodiversity; Dna; Electronic Data Processing; Environmental Monitoring; Fresh Water; Invertebrates,Electronic Data Processing; Fresh Water,Genetics; Methods; Classification; Genetics
10.1371/journal.pone.0242143,2020,N/A,"Animals; Biodiversity; Biofilms; Biological Monitoring; Computational Biology; Dna; Dna Barcoding, Taxonomic; Diatoms; Ecosystem; Environmental Monitoring; Fresh Water; High-Throughput Nucleotide Sequencing; Invertebrates; Periphyton; Rivers; Water Quality","Dna Barcoding, Taxonomic",Analysis; Genetics; Physiology; Methods; Genetics; Physiology
10.1093/bioinformatics/btac588,2022,N/A,"Dna Barcoding, Taxonomic; Electron Transport Complex Iv; Software","Dna Barcoding, Taxonomic; Software",N/A
10.1186/s13104-020-05361-2,2020,"Chloroplast; DNA metabarcoding; Honeybee; Metagenome; Nectar source; Next generation sequencing; Pollen; Ribulose 1,5-bisphosphate carboxylase/oxygenase; Urban beekeeping","Animals; Beekeeping; Bees; Dna; Dna Barcoding, Taxonomic; Ecosystem; Humans; Plant Nectar; Pollen; Tokyo",Beekeeping; Plant Nectar,Genetics; Genetics
10.7717/peerj.14378,2022,Bacteria; Deterministic processes; Eukaryotes; Lakes; Metabarcoding; Plankton; Sediment; eDNA,Humans; Lakes; Plankton; Ecosystem; Eukaryota; Bacteria,Lakes; Plankton,Microbiology; Microbiology; Genetics
10.1002/ece3.7968,2021,consumptive interactions; contamination; diet analysis; food web; invertebrates; predator–prey interactions,N/A,N/A,N/A
10.3389/fmicb.2019.02066,2019,homogenization; land use change; metabarcoding; tropical rain forests; tropics,N/A,N/A,N/A
10.1002/ece3.3192,2017,DNA barcoding; biomass bias; ecosystem assessment; metabarcoding; metagenomics; size sorting,N/A,N/A,N/A
10.1073/pnas.1406468111,2014,Costa Rica; Malaise trap; NGS; cytochrome c oxidase subunit I; insect,"Animals; Arthropods; Biodiversity; Costa Rica; Dna Barcoding, Taxonomic; Ecological Parameter Monitoring; Ecosystem; Electron Transport Complex Iv; Metagenomics; Microbiota; Molecular Sequence Data; Phylogeny; Rna, Ribosomal, 16S; Rna, Ribosomal, 18S; Sequence Analysis, Dna",Biodiversity,Chemistry; Methods; Methods; Genetics; Methods; Genetics; Genetics; Genetics; Methods
10.1093/femsec/fiw037,2016,Chiroptera; Leptospira; Madagascar; co-phylogeny; host-parasite association; host-specificity,Animals; Biological Evolution; Chiroptera; Genetic Variation; Genotype; Host Specificity; Host-Pathogen Interactions; Humans; Leptospira; Leptospirosis; Madagascar; Molecular Sequence Data; Phylogeny,N/A,Microbiology; Genetics; Physiology; Genetics; Pathogenicity; Microbiology
10.1002/ece3.8972,2022,DNA metabarcoding; biodiversity; conservation; freshwater ecosystems; zooplankton,N/A,N/A,N/A
10.1111/eva.12644,2018,DNA metabarcoding; bats; next‐generation DNA sequencing; noninvasive sampling; population assessment,N/A,N/A,N/A
10.7717/peerj.8424,2020,High-throughput sequencing; Metabarcoding; Microbial seasonality; eDNA; Airborne biodiversity,N/A,N/A,N/A
10.1038/s41598-022-06023-y,2022,N/A,"Animals; Dna Barcoding, Taxonomic; Diet; Female; Male; Platypus","Dna Barcoding, Taxonomic; Diet; Platypus",N/A
10.1113/jphysiol.1988.sp017124,1988,N/A,"Action Potentials; Anesthesia, General; Animals; Axons; Beak; Female; Male; Mechanoreceptors; Microscopy, Electron; Monotremata; Platypus; Sensory Receptor Cells; Trigeminal Nerve",N/A,Ultrastructure; Innervation; Ultrastructure; Physiology; Physiology; Physiology; Physiology; Physiology
10.1038/s41598-018-32845-w,2018,N/A,"Animals; Dna Barcoding, Taxonomic; Dna, Mitochondrial; Dna, Plant; Feces; Feeding Behavior; Food Contamination; Geese; Herbivory; Metagenomics","Dna Barcoding, Taxonomic; Feeding Behavior; Food Contamination; Metagenomics",Analysis; Genetics; Analysis; Genetics; Chemistry; Physiology
10.1371/journal.pone.0115335,2015,N/A,"Animals; Arctic Regions; Arvicolinae; Dna Barcoding, Taxonomic; Population Dynamics; Seasons; Sympatry","Dna Barcoding, Taxonomic",Genetics; Physiology; Genetics; Physiology
10.1073/pnas.1012714108,2011,N/A,Animals; Arvicolinae; Population Growth,Population Growth,Physiology
10.1098/rspb.2010.1992,2011,N/A,"Animals; Arvicolinae; Canada; Ecosystem; Female; Food Chain; Hares; Population Density; Population Dynamics; Predatory Behavior; Reproduction; Stress, Physiological; Trees",Ecosystem,Physiology; Physiology; Physiology; Physiology; Physiology
10.3390/microorganisms10122512,2022,DNA metabarcoding; biomonitoring; ciliated protozoa; molecular-based taxonomy; urban receiving waters; water quality,N/A,N/A,N/A
10.1093/database/baaa080,2020,N/A,"Archaea; Bacteria; Eukaryota; Genes, Rrna; Phylogeny",Archaea; Eukaryota,Genetics; Genetics
10.1073/pnas.0807880106,2009,N/A,"Base Sequence; Databases, Nucleic Acid; Eukaryotic Cells; Genomics; Models, Genetic; Phylogeny",Genomics; Phylogeny,Classification
10.1093/molbev/msq179,2011,N/A,"Animals; Biological Evolution; Databases, Genetic; Enzyme Stability; Evolution, Molecular; Humans; Introns; Isoenzymes; Lampreys; Likelihood Functions; Molecular Sequence Data; Multigene Family; Nitric Oxide Synthase; Phylogeny; Synteny","Evolution, Molecular; Multigene Family",Classification; Genetics; Genetics; Metabolism; Classification; Genetics
10.1093/database/baz155,2020,N/A,"Dna Barcoding, Taxonomic; Dna, Intergenic; Dna, Plant; Databases, Genetic; Plants","Dna Barcoding, Taxonomic",Genetics; Genetics; Classification; Genetics
10.1038/ismej.2016.120,2017,N/A,"Chlorophyta; Dna, Ribosomal; Eukaryota; Genetic Variation; Mediterranean Sea; Oceans And Seas; Photosynthesis; Phylogeny; Phytoplankton; Seawater",Genetic Variation,Classification; Genetics; Chemistry; Genetics; Classification; Genetics; Isolation & Purification; Classification; Genetics; Isolation & Purification
10.1038/hdy.2014.91,2015,N/A,"Bacteria; Biodiversity; Dna Barcoding, Taxonomic; Dna Fingerprinting; Dna, Bacterial; France; Metagenomics; Phylogeny; Rna, Ribosomal, 16S; Soil Microbiology",Biodiversity; Soil Microbiology,Classification; Genetics; Methods; Genetics; Methods; Genetics
10.1111/1462-2920.16019,2022,N/A,Bacteria; Biodiversity; Dna; Eukaryota; Prokaryotic Cells; Soil; Soil Microbiology,Eukaryota; Soil,Genetics; Genetics
10.1128/AEM.68.12.6094-6105.2002,2002,N/A,"Animals; Bacteria; Ecosystem; Electrophoresis, Polyacrylamide Gel; Eukaryota; Nitrogen; Soil; Soil Microbiology",Ecosystem; Soil Microbiology,Growth & Development; Growth & Development; Metabolism; Parasitology
10.1093/bib/bbv001,2015,DNA metabarcoding; environment; genome; metagenomics; software development,"Gene-Environment Interaction; Genome, Human; Humans; Software","Gene-Environment Interaction; Genome, Human; Software",N/A
10.3390/microorganisms9040719,2021,ITS; environmental drivers; fungal biodiversity; lake sediments; metabarcoding; paleoecology; paleoenvironment; paleogenetics; paleolimnology; sedimentary ancient DNA,N/A,N/A,N/A
10.1111/1755-0998.13651,2022,DNA barcoding; metabarcoding; sequence classification; sequence identification; similarity cutoff; taxonomy,"Base Sequence; Biodiversity; Dna Barcoding, Taxonomic; Dna, Fungal; Genetic Markers; Software","Dna Barcoding, Taxonomic; Software",Genetics
10.1186/1471-2105-12-385,2011,N/A,Computational Biology; Gastrointestinal Tract; Humans; Internet; Metagenomics; Software,Internet; Software,Microbiology; Methods
10.3732/apps.1600124,2017,DNA metabarcoding; ITS; palynology; plant–pollinator interactions; pollination networks; rbcL,N/A,N/A,N/A
10.3390/ijerph19052624,2022,DNA metabarcoding approach; Hirst-type trap; PM10 sampler; optical microscopy; pollen family characterization; pollen family detection; pollen sampling,"Allergens; Dna Barcoding, Taxonomic; Environmental Monitoring; Humans; Microscopy; Pollen; Seasons","Dna Barcoding, Taxonomic; Microscopy",Analysis
10.3390/toxins13080518,2021,airborne PM10 samples; eukaryotic community structure; fungi genus seasonality; high-throughput sequencing; plant genus seasonality,"Air Microbiology; Biodiversity; Environmental Monitoring; Eukaryota; Mediterranean Region; Particulate Matter; Rna, Ribosomal, 18S; Seasons",Air Microbiology,Genetics; Isolation & Purification; Analysis
10.1183/16000617.0242-2020,2021,N/A,Air Pollutants; Air Pollution; Animals; Covid-19; Environmental Exposure; Host-Pathogen Interactions; Humans; Prognosis; Risk Assessment; Risk Factors; Sars-Cov-2; Severity Of Illness Index,N/A,Adverse Effects; Adverse Effects; Epidemiology; Mortality; Transmission; Virology; Adverse Effects; Pathogenicity
10.1016/j.scitotenv.2020.138704,2020,Air pollution; COVID-19; Generalized additive model; Novel coronavirus pneumonia,"Air Pollutants; Air Pollution; Betacoronavirus; Covid-19; China; Cities; Coronavirus Infections; Environmental Exposure; Humans; Pandemics; Particulate Matter; Pneumonia, Viral; Sars-Cov-2","Air Pollution; Betacoronavirus; Coronavirus Infections; Pandemics; Pneumonia, Viral",N/A
10.1016/j.idm.2017.03.003,2017,Climate variability; Infectious diseases; Sweden,N/A,N/A,N/A
10.1186/1476-069X-9-37,2010,N/A,"Age Factors; Aged; Aged, 80 And Over; Disasters; Europe; Female; Hot Temperature; Humans; Male; Mortality; Sex Factors; Time Factors",Mortality,Statistics & Numerical Data; Epidemiology; Adverse Effects
10.1093/ije/dym253,2008,N/A,"Aged; Female; France; Heat Stress Disorders; Hot Temperature; Humans; Male; Middle Aged; Models, Biological; Models, Statistical; Mortality; Seasons; Temperature","Models, Statistical; Seasons",Epidemiology; Prevention & Control; Adverse Effects; Trends
10.1038/s41598-020-74180-z,2020,N/A,"Aquatic Organisms; Bacteria; Biodiversity; Biota; Dna Barcoding, Taxonomic; Dna, Intergenic; Ecosystem; Environmental Monitoring; Eukaryota; Fungi; Mediterranean Sea; Microscopy, Electron, Scanning; Nanopores; Plastics; Polyethylene; Rna, Ribosomal, 16S; Rna, Ribosomal, 18S","Dna Barcoding, Taxonomic; Ecosystem; Plastics",Classification; Classification; Genetics; Methods; Classification; Classification; Chemistry; Genetics; Genetics
10.1371/journal.pone.0100289,2014,N/A,"Animal Distribution; Animals; Australia; Bacteria; Biodegradation, Environmental; Cyanobacteria; Diatoms; Ecosystem; Environmental Monitoring; Fungi; Invertebrates; Oceans And Seas; Plastics; Waste Products; Water Movements; Water Pollutants, Chemical",N/A,Physiology; Growth & Development; Growth & Development; Growth & Development; Growth & Development; Physiology; Chemistry; Metabolism; Metabolism
10.1098/rsbl.2012.0298,2012,N/A,"Animals; Biomass; Ecosystem; Environmental Monitoring; Geography; Insecta; Models, Biological; Oviposition; Pacific Ocean; Plastics; Waste Products; Water Movements; Water Pollutants, Chemical; Water Pollution",N/A,Methods; Physiology; Toxicity; Toxicity
10.1016/j.marpolbul.2011.09.003,2011,N/A,Animals; Anthozoa; Caribbean Region; Conservation Of Natural Resources; Coral Reefs; Environmental Monitoring; Florida; Gulf Of Mexico; Human Activities,Conservation Of Natural Resources; Coral Reefs,Physiology
10.3390/genes13112035,2022,Arctic Ocean; DNA metabarcoding; Hyperiidae; Themisto abyssorum; Themisto libellula; atlantification; cytochrome c oxidase subunit I; diet analyses; gelatinous zooplankton,"Animals; Amphipoda; Ecosystem; Dna Barcoding, Taxonomic; Zooplankton; Arctic Regions",Amphipoda,Genetics; Genetics
10.7717/peerj.11757,2021,18S; Atlantic bluefin tuna; COI; Diet; Mediterranean Sea; Stomach content; Top predator,N/A,N/A,N/A
10.1002/ece3.5503,2019,DNA metabarcoding; high throughput sequencing; macroinvertebrates; pollutants; road runoff; stormwater ponds,N/A,N/A,N/A
10.1186/s13071-014-0569-4,2014,N/A,"Animal Distribution; Animals; Culicidae; Dna Barcoding, Taxonomic; Electron Transport Complex Iv; Gene Expression Regulation, Enzymologic; Mitochondria; Phylogeny; Singapore",N/A,Classification; Genetics; Physiology; Genetics; Metabolism; Enzymology
10.1093/molbev/mst197,2013,phylogeny; relaxed clocks; software,"Algorithms; Databases, Genetic; Evolution, Molecular; Internet; Phylogeny; Software; User-Computer Interface","Evolution, Molecular; Software; User-Computer Interface",N/A
10.1111/1462-2920.15495,2021,N/A,"Dna Barcoding, Taxonomic; Dna Primers; Dna, Ribosomal; Euglenida; Reproducibility Of Results",Euglenida,Genetics; Genetics
10.1038/s41597-020-0549-9,2020,N/A,"Animals; Aquatic Organisms; Dna Barcoding, Taxonomic; Databases, Factual; Eukaryota","Dna Barcoding, Taxonomic; Databases, Factual",Classification; Classification
10.1186/s13742-015-0074-5,2015,Data storage; Digital object identifiers (DOI); Environmental metadata; High-throughput sequencing (HTS); Interactive database; Internal transcribed spacer (ITS); Next-generation sequencing; Species hypotheses,"Biodiversity; Dna Barcoding, Taxonomic; High-Throughput Nucleotide Sequencing; Sequence Alignment","Dna Barcoding, Taxonomic",N/A
10.1038/s41598-021-84174-0,2021,N/A,"Bacteria; Dna; Dna Barcoding, Taxonomic; Fungi; Honey; Metagenomics; Plants",Metagenomics,Genetics; Genetics; Genetics; Analysis; Genetics
10.1371/journal.pone.0157977,2016,N/A,"Animals; Dna Barcoding, Taxonomic; Deer; Diet; Probability; Rumen; Sequence Analysis, Dna",Diet,Methods; Metabolism
10.1073/pnas.1503283112,2015,African savannas; body size; coexistence; competition; ungulates,"Africa; Animals; Animals, Wild; Biodiversity; Dna Barcoding, Taxonomic; Herbivory","Dna Barcoding, Taxonomic; Herbivory",Genetics; Physiology
10.1371/journal.pone.0213936,2019,N/A,"Biodiversity; Dna Barcoding, Taxonomic; Dna, Protozoan; Evolution, Molecular; Foraminifera; Microscopy, Electron, Scanning; Phylogeny; Phylogeography; Plankton; Rna, Ribosomal, 18S",N/A,Genetics; Classification; Genetics; Ultrastructure; Classification; Genetics; Ultrastructure; Genetics
10.1093/nar/29.24.5017,2001,N/A,"Archaea; Bacteria; Eukaryotic Cells; Molecular Structure; Mutagenesis, Insertional; Mutation; Nucleic Acid Conformation; Phylogeny; Rna, Ribosomal",N/A,Classification; Genetics; Classification; Genetics; Classification; Metabolism; Chemistry; Genetics
10.1007/s10750-018-3593-0,2018,Aquatic arthropods; Biological survey; Community dynamics; Protists,N/A,N/A,N/A
10.1093/bib/bbz059,2020,computational medicine; genome informatics; precision medicine; sepsis; translational bioinformatics,Humans; Precision Medicine; Prognosis; Risk Factors; Sepsis,Precision Medicine,Diagnosis; Pathology; Therapy
10.1002/ece3.6219,2020,bacteria; fungi; metabarcoding; microbial biology,N/A,N/A,N/A
10.1038/nmeth.2276,2013,N/A,"Biodiversity; High-Throughput Nucleotide Sequencing; Humans; Quality Control; Sequence Analysis, Dna",Biodiversity; Quality Control,Methods; Methods
10.1007/s00248-021-01719-6,2021,Bacteria; Biodiversity; Fungi; Metabarcoding; Protists; Tropics,"Biodiversity; Dna Barcoding, Taxonomic; Ecosystem; Forests; Rainforest; Soil Microbiology","Dna Barcoding, Taxonomic; Ecosystem",N/A
10.1371/journal.pone.0104297,2014,N/A,"Aquatic Organisms; Biodiversity; Dna; High-Throughput Nucleotide Sequencing; Phylogeny; Polymerase Chain Reaction; Rna, Ribosomal, 18S; Rhizaria; Sequence Analysis, Dna",High-Throughput Nucleotide Sequencing,Genetics; Genetics; Standards; Genetics; Genetics
10.3732/apps.1600110,2017,DNA barcoding; DNA metabarcoding; plastid DNA; rbcL; species identification,N/A,N/A,N/A
10.7717/peerj.12758,2022,Bioinformatic pipelines; Coding markers; Denoising algorithms; Entropy correction; Metabarcoding; Metaphylogeography,"Entropy; Software; Algorithms; Dna, Ribosomal; Codon",Software; Algorithms,N/A
10.7717/peerj.4705,2018,Biodiversity assessment; Cytochrome c oxidase I; Eukaryotic communities; Marine benthic ecosystems; Metabarcoding pipelines; Ribosomal RNA 18S,N/A,N/A,N/A
10.18699/VJGB-22-12,2022,18S rDNA; Illumina MiSeq; Lake Baikal; Spirogyra; algal communities; green algae; metabarcoding,N/A,N/A,N/A
10.1042/BJ20011438,2002,N/A,"Adenosine Diphosphate; Adenosine Triphosphate; Adipose Tissue; Animals; Base Sequence; Carrier Proteins; Cyclic Amp; Dna Primers; Gtp-Binding Proteins; Gene Expression Regulation, Enzymologic; Genotype; Hepatocytes; Ion Channels; Lipase; Lipolysis; Male; Membrane Proteins; Mice; Mice, Inbred C57Bl; Mice, Transgenic; Mitochondrial Proteins; Norepinephrine; Uncoupling Protein 1",Lipolysis,Metabolism; Metabolism; Enzymology; Metabolism; Genetics; Physiology; Metabolism; Metabolism; Enzymology; Genetics; Genetics; Physiology; Metabolism
